model,explain_method,seed,function,samples,dimension,noise,test_mse,train_mse,selected_variables,true_variables,variable_precision,variable_recall,variable_f1,formula,score_x0,score_x1,score_x2,score_x3,score_x4,score_x5,score_x6,score_x7,score_x8,score_x9,score_x10,score_x11,score_x12,score_x13,score_x14,score_x15,score_x16,score_x17,score_x18,score_x19,selected_interactions,true_interactions,interaction_precision,interaction_recall,interaction_f1,source_file,lamb,setting,score_x20,score_x21,score_x22,score_x23,score_x24,score_x25,score_x26,score_x27,score_x28,score_x29,score_x30,score_x31,score_x32,score_x33,score_x34,score_x35,score_x36,score_x37,score_x38,score_x39,score_x40,score_x41,score_x42,score_x43,score_x44,score_x45,score_x46,score_x47,score_x48,score_x49,score_x50,score_x51,score_x52,score_x53,score_x54,score_x55,score_x56,score_x57,score_x58,score_x59,score_x60,score_x61,score_x62,score_x63,score_x64,score_x65,score_x66,score_x67,score_x68,score_x69,score_x70,score_x71,score_x72,score_x73,score_x74,score_x75,score_x76,score_x77,score_x78,score_x79,score_x80,score_x81,score_x82,score_x83,score_x84,score_x85,score_x86,score_x87,score_x88,score_x89,score_x90,score_x91,score_x92,score_x93,score_x94,score_x95,score_x96,score_x97,score_x98,score_x99,variable_auroc,variable_auprc,importance_scores,active_score_mean,active_score_median,inactive_score_mean,inactive_score_median,active_score_min,inactive_score_max
KAN,grad,0,core_interaction,1024,100,0.1,2.656537771224976,1.5725298840862934e-10,"[0, 1, 91, 97]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,2.267437696456909,0.9986748695373536,0.6266493201255798,0.5337296724319458,0.748093843460083,0.6596206426620483,0.8430653810501099,0.7077362537384033,0.454234778881073,0.5637346506118774,0.3513361811637878,0.5960160493850708,0.5611804127693176,0.407102882862091,0.6065874099731445,0.5780500173568726,0.5238622426986694,0.5673400163650513,0.6941099762916565,0.5514212846755981,,,,,,core_d100_noise01_seeds.csv,,"core_interaction, d=100, n=1024, noise=0.1",0.4548056721687317,0.3388872146606445,0.7040657997131348,0.6716169118881226,0.7142202258110046,0.5654131174087524,0.6786929368972778,0.4255062937736511,0.7176814079284668,0.5882045030593872,0.748491644859314,0.4061352610588074,0.7934294939041138,0.369803249835968,0.5649080276489258,0.8266557455062866,0.6058365106582642,0.2552827894687652,0.4487907588481903,0.514695942401886,0.8303936719894409,0.6187446117401123,0.5333148837089539,0.7110705375671387,0.616550087928772,0.532535195350647,0.4770566821098327,0.4506329894065857,0.5287007093429565,0.4792529344558716,0.8382899761199951,0.3893725275993347,0.6094868779182434,0.4555211663246155,0.4024595022201538,0.494783341884613,0.4928838014602661,0.5608841180801392,0.3991046547889709,0.5254086256027222,0.7489232420921326,0.564496636390686,0.3931813240051269,0.6342807412147522,0.8170979022979736,0.6467176675796509,0.7553250789642334,0.5142305493354797,0.4820762574672699,0.5264159440994263,0.6716694831848145,0.5330906510353088,0.5270578265190125,0.442703366279602,0.455143392086029,0.5378079414367676,0.4356556832790375,0.8086872696876526,0.4533042907714844,0.797382116317749,0.6917725205421448,0.5308287143707275,0.6955430507659912,0.3590086102485657,0.549942672252655,0.7363471984863281,0.3891324400901794,0.6661128997802734,0.7018243670463562,0.5288504362106323,0.7741341590881348,0.8723981380462646,0.5246371626853943,0.665057897567749,0.50529944896698,0.5821281671524048,0.5610983371734619,1.0368196964263916,0.6513490676879883,0.6621735095977783,,,,,,,,,
KAN,perm,0,core_interaction,1024,100,0.1,2.656537771224976,1.5725298840862934e-10,"[0, 34, 52, 61]","[0, 1, 2, 3]",0.25,0.25,0.25,sin(2*pi*x0) + x1^2 + x2*x3,0.1699427813291549,0.0773065090179443,0.0,0.0,0.0,0.0,0.0259975586086511,0.040294487029314,0.0,0.0,0.0,0.0,0.0738728046417236,0.0,0.0154069261625409,0.0,0.0,0.0,0.0,0.0,,,,,,core_d100_noise01_seeds.csv,,"core_interaction, d=100, n=1024, noise=0.1",0.0268135871738195,0.0,0.0319817066192626,0.0,0.0,0.0,0.0049595036543905,0.0,0.0,0.0402360744774341,0.0,0.0,0.0,0.0,0.0848657265305519,0.0505328960716724,0.0,0.0,0.0,0.0130956172943115,0.0,0.0,0.0,0.0065546035766601,0.0122844381257891,0.0,0.0327076911926269,0.046745378524065,0.0,0.020945468917489,0.0712954998016357,0.0027094681281596,0.0847044810652732,0.0,0.0409506149590015,0.0,0.0,0.0788877010345459,0.0,0.0,0.0,0.0827659741044044,0.035118818283081,0.051946323364973,0.0,0.0,0.0,0.0,0.0,0.0,0.0068879923783242,0.015573819167912,0.0357310771942138,0.0369678325951099,0.0582510642707347,0.0472891330718994,0.0,0.0196719970554113,0.0,0.0,0.0168407764285802,0.0097386045381426,0.0,0.0,0.0752664431929588,0.0178207550197839,0.0,0.0473802089691162,0.0364287681877613,0.0,0.0671494826674461,0.0,0.0,0.0538403205573558,0.0322612933814525,0.0147906141355633,0.0049986839294433,0.0558170489966869,0.0047377743758261,0.0426258258521556,,,,,,,,,
KAN,grad,1,core_interaction,1024,100,0.1,0.7832990884780884,6.29859428502577e-11,"[0, 1, 28, 71]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,3.3764843940734863,1.0509543418884275,0.2814072668552398,0.2627155482769012,0.2118701636791229,0.2638237178325653,0.1668218821287155,0.1872784793376922,0.2710641026496887,0.2820754051208496,0.3174240291118622,0.1464540660381317,0.3762553632259369,0.1806208789348602,0.199680671095848,0.1551824212074279,0.2944011688232422,0.4023278057575226,0.2408220171928405,0.2153016775846481,,,,,,core_d100_noise01_seeds.csv,,"core_interaction, d=100, n=1024, noise=0.1",0.4041598737239837,0.2310812622308731,0.408789187669754,0.1858588010072708,0.2193780541419983,0.1950840055942535,0.2806068658828735,0.1753306686878204,0.5463722944259644,0.2950177192687988,0.113928198814392,0.2251124083995819,0.3984060287475586,0.2274621725082397,0.1614007502794265,0.203612595796585,0.3127263188362121,0.2261561453342437,0.1944076716899871,0.1683885157108307,0.2683401703834533,0.246282696723938,0.2009194493293762,0.2516451478004455,0.2700990736484527,0.255363404750824,0.2302311956882476,0.2699851989746094,0.1987864375114441,0.2205126583576202,0.2956427931785583,0.4168166816234588,0.2855711579322815,0.3470635712146759,0.1525814235210418,0.2464408278465271,0.3660676479339599,0.2455673813819885,0.2458493709564209,0.3220025897026062,0.2084057927131652,0.1491091549396515,0.3458817899227142,0.3322843313217163,0.2234218716621399,0.343932032585144,0.1913508474826812,0.2343432307243347,0.2252357602119445,0.2520187795162201,0.3494855761528015,0.4269090890884399,0.1936190128326416,0.3208334445953369,0.2829437553882599,0.3824077248573303,0.2318292558193206,0.2324670404195785,0.1945873945951461,0.3773296177387237,0.278675377368927,0.1736425310373306,0.1682540476322174,0.2630059123039245,0.230857715010643,0.1664814949035644,0.3046799898147583,0.2767933011054992,0.3216468095779419,0.2591279149055481,0.1842983663082122,0.1660826206207275,0.2772164344787597,0.2710968852043152,0.2654399871826172,0.3091556429862976,0.1610243320465088,0.2285168617963791,0.392525851726532,0.1544695049524307,,,,,,,,,
KAN,perm,1,core_interaction,1024,100,0.1,0.7832990884780884,6.29859428502577e-11,"[0, 1, 8, 74]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,1.2443307638168335,0.2003573030233383,0.0,0.0107993483543396,0.0,0.0049465098418295,0.0016490817070007,0.0065441131591796,0.0347375869750976,0.0,0.0095281200483441,0.0090581970289349,0.01261015702039,0.0,0.0,0.0,0.0256797280162572,0.0,0.0,0.0,,,,,,core_d100_noise01_seeds.csv,,"core_interaction, d=100, n=1024, noise=0.1",0.0244893822818994,0.0,0.0244598984718322,0.0,0.0053313374519348,0.0152092380449175,0.0102116269990801,0.011340320110321,0.0,0.0277079138904809,0.0008020003442652,0.0,0.0,0.0,0.016463378444314,0.0,0.0,0.0128472251817584,0.0059280595742166,0.0003459453582763,0.0,0.0,0.0,0.0,0.0,0.0258360300213098,0.0007978677749633,0.0,0.0,0.0091206431388854,0.0,0.0155237121507525,0.0,0.0,0.0,0.0152975125238299,0.0056605734862387,0.0110128717496991,0.0136471586301922,0.0,0.0,0.0063696899451315,0.0051463446579873,0.0059905648231506,0.0065734586678445,0.0083052916452288,0.0,0.0148305492475628,0.013199508190155,0.0,0.0313270688056945,0.019308527931571,0.0080788731575012,0.0289283003658056,0.0368866324424743,0.0049354233779013,0.0164238605648279,0.0082194209098815,0.0010632276535034,0.0,0.0189710464328527,0.0062266192398965,0.0,0.0,0.0,0.0032949249725788,0.018083831295371,0.0066433548927307,0.0,0.0,0.0,0.0,0.034692745655775,0.0078447265550494,0.0,0.0,0.0,0.0296750273555517,0.0020604133605957,0.0035387873649597,,,,,,,,,
KAN,grad,2,core_interaction,1024,100,0.1,1.2634868621826172,4.033150896587401e-11,"[0, 1, 21, 57]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,2.5742788314819336,0.6841902732849121,0.5675982236862183,0.3873205780982971,0.4741203188896179,0.2903234362602234,0.509708046913147,0.3666639924049377,0.3990970849990845,0.2239590287208557,0.205997347831726,0.228414699435234,0.3299234509468078,0.436122179031372,0.4339964985847473,0.2323276698589325,0.4123641550540924,0.2402287125587463,0.2441892027854919,0.388378769159317,,,,,,core_d100_noise01_seeds.csv,,"core_interaction, d=100, n=1024, noise=0.1",0.3712850213050842,0.5713464021682739,0.2754197716712951,0.4058999121189117,0.337388277053833,0.5469577312469482,0.4710811376571655,0.427302598953247,0.4709446430206299,0.2685132026672363,0.2684386074542999,0.4664504528045654,0.544608473777771,0.4632415771484375,0.2784168124198913,0.4330986738204956,0.3621661365032196,0.4594042897224426,0.3373762965202331,0.4055013060569763,0.4020425677299499,0.2929772734642029,0.2964309453964233,0.2025170475244522,0.3626081943511963,0.3619405031204223,0.2859959900379181,0.2411419302225113,0.4179978668689728,0.4299359321594238,0.2888172268867492,0.2490681558847427,0.2575663328170776,0.4181688725948334,0.3692970871925354,0.2109058797359466,0.1891461610794067,0.6505097150802612,0.3206253051757812,0.2579862475395202,0.489808440208435,0.2626461386680603,0.4675928056240082,0.348821759223938,0.332243412733078,0.4240909516811371,0.421863853931427,0.4346920847892761,0.4753531217575073,0.3839101493358612,0.4035208523273468,0.3933027982711792,0.3333143293857574,0.3363914787769317,0.4791395366191864,0.3601709902286529,0.554328203201294,0.435763955116272,0.3894272148609161,0.2660837769508362,0.3428540825843811,0.322004497051239,0.2533665299415588,0.4673880338668823,0.3965380787849426,0.2495107501745224,0.3409664630889892,0.31552654504776,0.4593676924705505,0.4265410304069519,0.2887944877147674,0.2167465984821319,0.4234744310379028,0.2157735526561737,0.5579204559326172,0.2706828117370605,0.4195297658443451,0.4501736760139465,0.3118777275085449,0.3576463460922241,,,,,,,,,
KAN,perm,2,core_interaction,1024,100,0.1,1.2634868621826172,4.033150896587401e-11,"[0, 1, 2, 6]","[0, 1, 2, 3]",0.75,0.75,0.75,sin(2*pi*x0) + x1^2 + x2*x3,0.938062846660614,0.1490542441606521,0.0865822210907936,0.0,0.0811296701431274,0.0,0.1056931018829345,0.0,0.0,0.0,0.0011796951293945,0.0,0.0140554904937744,0.022103389725089,0.0,0.0161264333873987,0.0,0.0,0.0,0.0,,,,,,core_d100_noise01_seeds.csv,,"core_interaction, d=100, n=1024, noise=0.1",0.0319553613662719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027587017044425,0.0095557766035199,0.0053069195710122,0.0269299354404211,0.0,0.0,0.0,0.0286087989807128,0.0,0.0,0.0,0.044286448508501,0.0,0.0,0.0,0.0,0.0,0.0089867115020751,0.0151128768920898,0.0282709207385778,0.0,0.0,0.0,0.0012461742153391,0.0505599565804004,0.0,0.0059911012649536,0.0,0.0,0.0,0.0113133592531085,0.0,0.011945049278438,0.0,0.0,0.0086400508880615,0.0630956068634986,0.0,0.0,0.0101509494706988,0.0,0.0,0.0,0.0,0.0299977455288171,0.0,0.0,0.0,0.0161199569702148,0.0,0.0051398673094809,0.0,0.0181120242923498,0.0,0.0082811908796429,0.0323830433189868,0.0,0.0069320201873779,0.0,0.0,0.0,0.0,0.0145270032808184,0.0,0.009867469780147,0.0047682127915322,0.0,0.0,0.0045051178894937,0.0,0.0,,,,,,,,,
KAN,grad,3,core_interaction,1024,100,0.1,1.8423234224319456,9.491723379495554e-11,"[0, 1, 45, 98]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,2.583791255950928,0.8859549760818481,0.42598757147789,0.2885465621948242,0.2281217277050018,0.3850380182266235,0.492420494556427,0.6378341913223267,0.4128500819206238,0.4261241555213928,0.4755123853683471,0.5207124948501587,0.3520859479904175,0.3453614115715027,0.4620128870010376,0.298084944486618,0.3380966186523437,0.6937150955200195,0.4291489124298095,0.4776884317398071,,,,,,core_d100_noise01_seeds.csv,,"core_interaction, d=100, n=1024, noise=0.1",0.3346794247627258,0.3265098929405212,0.338065356016159,0.5460607409477234,0.3274204730987549,0.638735830783844,0.4280058443546295,0.3269367218017578,0.3818311393260956,0.4161924719810486,0.6625449657440186,0.6853638887405396,0.5825856924057007,0.2959696352481842,0.4340928196907043,0.3435124158859253,0.2492393851280212,0.2199963629245758,0.3875996172428131,0.6778539419174194,0.287354975938797,0.3864621520042419,0.5741974115371704,0.2759313583374023,0.3872741758823395,0.8779850006103516,0.3546929061412811,0.3574663400650024,0.4844496250152588,0.3004235327243805,0.3912495374679565,0.4199318289756775,0.5044916868209839,0.3023621737957001,0.3429742455482483,0.3032319545745849,0.4405344128608703,0.3514070510864258,0.3787221312522888,0.3357893824577331,0.2777517437934875,0.6035054922103882,0.2468562126159668,0.303693950176239,0.2406610399484634,0.4036425054073334,0.3565136194229126,0.3995692133903503,0.2499767839908599,0.2845877707004547,0.4005314409732818,0.3561441898345947,0.5204464197158813,0.4515297412872314,0.3623942136764526,0.3246329426765442,0.363062709569931,0.4058833420276642,0.5731149911880493,0.5721938610076904,0.247612863779068,0.6020327806472778,0.3868225812911987,0.4192310571670532,0.2065259963274002,0.4640446305274963,0.2710610628128052,0.6949502825737,0.3725435137748718,0.4225582480430603,0.4230043888092041,0.3366136848926544,0.424407809972763,0.3802784085273742,0.3372997343540191,0.4625564813613891,0.3302165269851684,0.6091342568397522,0.7983648777008057,0.2738156318664551,,,,,,,,,
KAN,perm,3,core_interaction,1024,100,0.1,1.8423234224319456,9.491723379495554e-11,"[0, 10, 36, 41]","[0, 1, 2, 3]",0.25,0.25,0.25,sin(2*pi*x0) + x1^2 + x2*x3,0.4460638463497162,0.0289158020168542,0.024189630523324,0.0,0.0006728966836817,0.0,0.0,0.0,0.0,0.0,0.0512038879096508,0.0190203990787267,0.0,0.0067841610871255,0.0,0.0178163051605224,0.0,0.0,0.0,0.0,,,,,,core_d100_noise01_seeds.csv,,"core_interaction, d=100, n=1024, noise=0.1",0.0,0.0,0.029327193275094,0.0350699424743652,0.0,0.0,0.0,0.0,0.00466795777902,0.0,0.0,0.0,0.0329008884727954,0.0,0.0,0.0126778287813067,0.0650288239121437,0.0,0.0,0.0,0.0023101170081645,0.0433992929756641,0.0288953389972448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022211868781596,0.0026121933478862,0.0,0.0,0.0,0.0,0.0431522540748119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044599375687539,0.0,0.0,0.0,0.0,0.0156092243269085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068967738188803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126334829255938,0.0,0.0,0.0,,,,,,,,,
KAN,grad,4,core_interaction,1024,100,0.1,1.48685884475708,8.702742970712051e-10,"[0, 1, 18, 27]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,3.675859451293945,1.1940103769302368,0.4592633247375488,0.4791854918003082,0.4026665687561035,0.6376975178718567,0.4026804566383362,0.2601619064807892,0.5515605211257935,0.2788600623607635,0.4061813950538635,0.4954383969306946,0.4220722913742065,0.3716434240341186,0.4129383563995361,0.5144604444503784,0.5857086181640625,0.4581153392791748,0.721013605594635,0.3078962564468384,,,,,,core_d100_noise01_seeds.csv,,"core_interaction, d=100, n=1024, noise=0.1",0.5037277340888977,0.2851561307907104,0.3846305310726166,0.308606892824173,0.4223742187023163,0.3676391243934631,0.4084770679473877,0.7706741094589233,0.2708959579467773,0.2989715933799743,0.4592723250389099,0.2632737159729004,0.5049607157707214,0.3026629090309143,0.323990523815155,0.3934413194656372,0.3838323950767517,0.299572229385376,0.3253212571144104,0.2150242328643798,0.3076204359531402,0.4022437334060669,0.338309645652771,0.556303858757019,0.4329734444618225,0.3463789224624634,0.5031572580337524,0.3728376626968384,0.5292470455169678,0.2410403490066528,0.5810837149620056,0.6945961713790894,0.3168187141418457,0.4051883220672607,0.6376548409461975,0.2986746430397033,0.2836950123310089,0.2358692586421966,0.2455144822597503,0.5245079398155212,0.3129744529724121,0.3420601487159729,0.5894298553466797,0.490813672542572,0.4542009234428406,0.4959851503372192,0.3819215297698974,0.4250572323799133,0.4593600630760193,0.4983670115470886,0.707667350769043,0.5345684289932251,0.3172742128372192,0.2212749570608139,0.3998761177062988,0.4376266896724701,0.3878253102302551,0.2648709416389465,0.3913301229476928,0.4423740208148956,0.3031106889247894,0.3019123077392578,0.3444067537784576,0.2285979241132736,0.6195961236953735,0.3924446702003479,0.2978128492832184,0.3446292579174042,0.3576110005378723,0.5253304243087769,0.5925391912460327,0.2873920202255249,0.6093950271606445,0.3729130029678345,0.4220958352088928,0.3655886948108673,0.3554102778434753,0.2809586524963379,0.5543767213821411,0.2512269616127014,,,,,,,,,
KAN,perm,4,core_interaction,1024,100,0.1,1.48685884475708,8.702742970712051e-10,"[0, 1, 64, 90]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,0.8913955092430115,0.2082778662443161,0.0417126826941967,0.0346408672630786,0.023587504401803,0.06513512134552,0.0,0.0372011661529541,0.0451273508369922,0.0,0.0291062202304601,0.0502007417380809,0.020339012145996,0.0136424303054809,0.0309404525905847,0.0227296352386474,0.03892183303833,0.0,0.0174755658954381,0.0089896516874432,,,,,,core_d100_noise01_seeds.csv,,"core_interaction, d=100, n=1024, noise=0.1",0.0410952568054199,0.0242050494998693,0.0549838952720165,0.0,0.0334539413452148,0.0093811750411987,0.0450959615409374,0.0777475461363792,0.0,0.014189600944519,0.0347997732460498,0.0,0.0691976547241211,0.0,0.0024385452270507,0.0011518398532643,0.0186053905636072,0.0628861561417579,0.0002002716064453,0.0,0.0,0.0056458315812051,0.0243763532489538,0.0258677005767822,0.0051836967468261,0.0152689618989825,0.0375823564827442,0.0545765943825244,0.0387928485870361,0.0007839202880859,0.0214592218399047,0.0544490814208984,0.0129690961912274,0.0132819414138793,0.0635896921157836,0.0083443326875567,0.0091086225584149,0.0084777669981122,0.0140035944059491,0.040034532546997,0.0274979677051305,0.0,0.0348334312438964,0.0,0.0978089198470115,0.0124173955991864,0.0386164188385009,0.0245159473270177,0.0131451683118939,0.0198388900607824,0.0340812988579273,0.0066866874694824,0.0034491617698222,0.0011782646179199,0.0134665966033935,0.0662736520171165,0.0377840995788574,0.0072241225279867,0.0668104514479637,0.0580407790839672,0.0,2.225239995823358e-06,0.0230142679065465,0.0,0.0755660533905029,0.0,0.0,0.0112180709838867,0.0149372415617108,0.0359694547951221,0.0817837715148925,0.0,0.0640645399689674,0.0231378078460693,0.0196888446807861,0.0,0.0236078891903162,0.0,0.0245338678359985,0.0069827237166464,,,,,,,,,
KAN,grad,0,core_interaction,1024,100,0.0,2.4581410884857178,5.040337036632535e-10,"[0, 1, 91, 97]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,1.8255465030670168,0.8640443086624146,0.4608908593654632,0.3884263634681701,0.6217478513717651,0.5537615418434143,0.6391761898994446,0.7343257665634155,0.3172321319580078,0.558590292930603,0.5222259163856506,0.5984475612640381,0.3685593605041504,0.4112289547920227,0.5189719200134277,0.6229769587516785,0.5495004653930664,0.7290531396865845,0.6058683395385742,0.6387895345687866,,,,,,core_d100_nonoracle.csv,,"core_interaction, d=100, n=1024, noise=0",0.2817311882972717,0.4976962804794311,0.75323486328125,0.7501055002212524,0.719685971736908,0.5258346796035767,0.5524755716323853,0.3086370229721069,0.6420646905899048,0.6380831003189087,0.6985456943511963,0.5544846653938293,0.7165374159812927,0.3015021085739136,0.6515982151031494,0.5384203195571899,0.5447571277618408,0.3700317740440368,0.433810830116272,0.4511687457561493,0.5998725891113281,0.4262790083885193,0.6847292184829712,0.6291571855545044,0.7078461647033691,0.3918311595916748,0.5446135997772217,0.4159439206123352,0.2939068078994751,0.6905934810638428,0.4577547907829284,0.4464132785797119,0.6698834896087646,0.3849879503250122,0.555997908115387,0.438173234462738,0.4822671413421631,0.6052606105804443,0.5514751076698303,0.5559332370758057,0.6528931856155396,0.6060839891433716,0.4283682703971863,0.6304275989532471,0.7059988975524902,0.4260402619838714,0.6046137809753418,0.418388307094574,0.3741752505302429,0.3696773052215576,0.5516465306282043,0.4735342860221863,0.4821339845657348,0.4615263938903808,0.3656134009361267,0.4002910554409027,0.5064452290534973,0.7961368560791016,0.3678219318389892,0.7289806008338928,0.6218055486679077,0.507179856300354,0.477408230304718,0.5272044539451599,0.28336301445961,0.6266255378723145,0.6074432134628296,0.5994860529899597,0.7626490592956543,0.4244548082351684,0.4928693473339081,0.8632926940917969,0.5558308362960815,0.5601904392242432,0.2708394527435303,0.3507906198501587,0.6709927320480347,0.8332496881484985,0.5996788740158081,0.5916761159896851,0.6145833333333334,0.5224789915966386,"[1.8255465030670166, 0.8640443086624146, 0.46089085936546326, 0.38842636346817017, 0.6217478513717651, 0.5537615418434143, 0.6391761898994446, 0.7343257665634155, 0.3172321319580078, 0.558590292930603, 0.5222259163856506, 0.5984475612640381, 0.3685593605041504, 0.4112289547920227, 0.5189719200134277, 0.6229769587516785, 0.5495004653930664, 0.7290531396865845, 0.6058683395385742, 0.6387895345687866, 0.28173118829727173, 0.49769628047943115, 0.75323486328125, 0.7501055002212524, 0.719685971736908, 0.5258346796035767, 0.5524755716323853, 0.30863702297210693, 0.6420646905899048, 0.6380831003189087, 0.6985456943511963, 0.5544846653938293, 0.7165374159812927, 0.3015021085739136, 0.6515982151031494, 0.5384203195571899, 0.5447571277618408, 0.37003177404403687, 0.433810830116272, 0.4511687457561493, 0.5998725891113281, 0.4262790083885193, 0.6847292184829712, 0.6291571855545044, 0.7078461647033691, 0.3918311595916748, 0.5446135997772217, 0.4159439206123352, 0.2939068078994751, 0.6905934810638428, 0.45775479078292847, 0.4464132785797119, 0.6698834896087646, 0.3849879503250122, 0.555997908115387, 0.43817323446273804, 0.4822671413421631, 0.6052606105804443, 0.5514751076698303, 0.5559332370758057, 0.6528931856155396, 0.6060839891433716, 0.4283682703971863, 0.6304275989532471, 0.7059988975524902, 0.42604026198387146, 0.6046137809753418, 0.418388307094574, 0.3741752505302429, 0.3696773052215576, 0.5516465306282043, 0.4735342860221863, 0.48213398456573486, 0.46152639389038086, 0.3656134009361267, 0.4002910554409027, 0.5064452290534973, 0.7961368560791016, 0.36782193183898926, 0.7289806008338928, 0.6218055486679077, 0.507179856300354, 0.477408230304718, 0.5272044539451599, 0.28336301445961, 0.6266255378723145, 0.6074432134628296, 0.5994860529899597, 0.7626490592956543, 0.42445480823516846, 0.4928693473339081, 0.8632926940917969, 0.5558308362960815, 0.5601904392242432, 0.2708394527435303, 0.3507906198501587, 0.6709927320480347, 0.8332496881484985, 0.5996788740158081, 0.5916761159896851]",0.8847270086407661,0.6624675840139389,0.5419959298645457,0.5520610511302948,0.3884263634681701,0.8632926940917969
