function,dimension,noise,row_type,target,variable,hidden,pair,is_true_active,is_true_interaction,baseline_mse_mean,baseline_mse_std,baseline_mse_min,baseline_mse_max,ablated_mse_mean,ablated_mse_std,ablated_mse_min,ablated_mse_max,delta_mse_mean,delta_mse_std,delta_mse_min,delta_mse_max,synergy_mean,synergy_std,synergy_min,synergy_max
correlated_proxy,100,0.05,feature_path,x5,5,,,0,,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.9120474656422932,0.18052595142019193,1.7570914030075073,2.1102776527404785,-0.01696169376373291,0.019979699191985847,-0.03953897953033447,-0.0015635490417480469,,,,
correlated_proxy,100,0.05,feature_path,x73,73,,,0,,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.9392080704371135,0.16231247753448372,1.7901208400726318,2.1121137142181396,0.01019891103108724,0.023314385615352994,-0.006509542465209961,0.036833763122558594,,,,
correlated_proxy,100,0.05,feature_path,x95,95,,,0,,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.9387457370758057,0.1883788523589379,1.7951807975769043,2.152050018310547,0.009736577669779459,0.026698692025249566,-0.009549498558044434,0.04020881652832031,,,,
correlated_proxy,100,0.05,hidden_output_path,h0->out,,0,,,,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.9265348116556804,0.2576192102782541,1.7137255668640137,2.212944507598877,-0.0024743477503458657,0.09416257932971649,-0.08290481567382812,0.10110330581665039,,,,
correlated_proxy,100,0.05,hidden_output_path,h1->out,,1,,,,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,2.045496145884196,0.29200291457474226,1.8743867874145508,2.382659435272217,0.11648698647816975,0.139071394612136,0.0008863210678100586,0.27081823348999023,,,,
correlated_proxy,100,0.05,hidden_output_path,h2->out,,2,,,,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.8555611769358318,0.2937085545371267,1.6219007968902588,2.1852688789367676,-0.0734479824701945,0.13020990844729716,-0.174729585647583,0.07342767715454102,,,,
correlated_proxy,100,0.05,hidden_output_path,h3->out,,3,,,,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.6493202845255535,0.08970261134111655,1.5459253787994385,1.7063729763031006,-0.27968887488047284,0.15900385980302983,-0.405468225479126,-0.1009678840637207,,,,
correlated_proxy,100,0.05,hidden_output_path,h4->out,,4,,,,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.868691086769104,0.09587636004869227,1.7814364433288574,1.9713289737701416,-0.0603180726369222,0.06963187636900545,-0.14051222801208496,-0.015193939208984375,,,,
correlated_proxy,100,0.05,hidden_output_path,h5->out,,5,,,,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.919927994410197,0.14440835799656118,1.8205816745758057,2.0855817794799805,-0.009081164995829264,0.028614606329376537,-0.026259422302246094,0.023951292037963867,,,,
correlated_proxy,100,0.05,hidden_output_path,h6->out,,6,,,,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.6721257368723552,0.08542440777939227,1.5823121070861816,1.752351999282837,-0.2568834225336711,0.08928778031052972,-0.35948920249938965,-0.19684278964996338,,,,
correlated_proxy,100,0.05,hidden_output_path,h7->out,,7,,,,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.7618061304092407,0.19205957245317654,1.640865683555603,1.9832637310028076,-0.1672030289967855,0.045437660844405016,-0.21726691722869873,-0.12857747077941895,,,,
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x0,x1->h0",,0,"(0, 1)",,0,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.96040944258372,0.2249240121269372,1.7870961427688599,2.214585304260254,0.03140028317769369,0.06200927763631493,-0.009534239768981934,0.10274410247802734,6.039937337239583e-06,0.0007674292088187256,-0.0006185770034790039,0.0008627176284790039
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x0,x1->h1",,1,"(0, 1)",,0,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.961627682050069,0.14087671226442292,1.879810094833374,2.1242971420288086,0.03261852264404297,0.04497372706338273,0.0012542009353637695,0.0841454267501831,-0.0007735888163248698,0.0007778248322494764,-0.0016684532165527344,-0.00025963783264160156
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x0,x1->h2",,2,"(0, 1)",,0,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.9333442449569702,0.1637890329469586,1.8005938529968262,2.1163806915283203,0.004335085550944011,0.00032236496054856105,0.003963470458984375,0.00453948974609375,2.5590260823567707e-05,0.0002802464445400777,-0.00028896331787109375,0.0002486705780029297
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x0,x1->h3",,3,"(0, 1)",,0,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.9305180311203003,0.16142210417239714,1.8001474142074585,2.1110711097717285,0.0015088717142740886,0.0021563530261307124,-0.0007700920104980469,0.0035170316696166992,0.006272315979003906,0.01442912462294957,-0.003883838653564453,0.0227888822555542
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x0,x1->h4",,4,"(0, 1)",,0,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.938885013262431,0.17615967374155642,1.8027737140655518,2.1378509998321533,0.009875853856404623,0.01462927104204635,-0.0025255680084228516,0.026009798049926758,-0.001285274823506673,0.0015552921298804285,-0.0030777454376220703,-0.0002930164337158203
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x0,x1->h5",,5,"(0, 1)",,0,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.937418262163798,0.18652505919298537,1.7826969623565674,2.144538640975952,0.00840910275777181,0.023376246579301756,-0.013933420181274414,0.032697439193725586,0.0044076840082804365,0.004138116328796664,8.64267349243164e-05,0.00833439826965332
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x0,x1->h6",,6,"(0, 1)",,0,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.9521938959757488,0.13144879529557923,1.826073169708252,2.088390827178955,0.023184736569722492,0.04384235287879728,-0.023450374603271484,0.06356179714202881,-0.0006392002105712891,0.000836964372443892,-0.00138092041015625,0.0002682209014892578
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x0,x1->h7",,7,"(0, 1)",,0,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.9384669462839763,0.1466302087206418,1.843674898147583,2.107358932495117,0.009457786877950033,0.032910883200853884,-0.014188885688781738,0.04704451560974121,0.004376331965128581,0.0062749678583304234,0.0005102157592773438,0.01161646842956543
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x0,x4->h0",,0,"(0, 4)",,0,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,2.010374983151754,0.2965471000147899,1.7779788970947266,2.344367027282715,0.08136582374572754,0.13316978499413418,-0.018651485443115234,0.23252582550048828,0.01593315601348877,0.01930822708399405,-0.0054045915603637695,0.03219962120056152
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x0,x4->h1",,1,"(0, 4)",,0,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,2.0128420988718667,0.15799332247206538,1.8848508596420288,2.1894235610961914,0.08383293946584065,0.08084469333656533,0.006294965744018555,0.16762149333953857,0.0317849318186442,0.02678191396961135,0.0036110877990722656,0.0569148063659668
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x0,x4->h2",,2,"(0, 4)",,0,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.933351755142212,0.16385247178847176,1.7991275787353516,2.115943431854248,0.00434259573618571,0.001976574257551862,0.0024971961975097656,0.006428360939025879,-0.000927130381266276,0.0010967194083640948,-0.001714944839477539,0.0003254413604736328
