row_type,model,function,seed,samples,test_samples,dimension,noise,kan_width,kan_grid,kan_k,kan_steps,kan_lamb,intervention_method,variable,pair,baseline_mse,ablated_mse,delta_mse,synergy,is_true_active,true_variables,true_interactions,formula,is_true_interaction
single_variable,KAN,correlated_proxy,1,512,2048,100,0.05,8,5,3,50,0.0,permute,95,,1.8545145988464355,1.9151501655578613,0.06063556671142578,,0,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
pair,KAN,correlated_proxy,1,512,2048,100,0.05,8,5,3,50,0.0,zero,,"(2, 3)",1.8545145988464355,1.823867917060852,-0.030646681785583496,0.006053566932678223,,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,1.0
pair,KAN,correlated_proxy,1,512,2048,100,0.05,8,5,3,50,0.0,zero,,"(0, 4)",1.8545145988464355,2.0077567100524902,0.1532421112060547,0.04796028137207031,,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,0.0
pair,KAN,correlated_proxy,1,512,2048,100,0.05,8,5,3,50,0.0,zero,,"(1, 5)",1.8545145988464355,1.8553893566131592,0.0008747577667236328,0.03165090084075928,,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,0.0
pair,KAN,correlated_proxy,1,512,2048,100,0.05,8,5,3,50,0.0,zero,,"(0, 1)",1.8545145988464355,2.0213427543640137,0.16682815551757812,0.08639383316040039,,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,0.0
pair,KAN,correlated_proxy,1,512,2048,100,0.05,8,5,3,50,0.0,permute,,"(2, 3)",1.8545145988464355,1.8281447887420654,-0.026369810104370117,0.03084874153137207,,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,1.0
pair,KAN,correlated_proxy,1,512,2048,100,0.05,8,5,3,50,0.0,permute,,"(0, 4)",1.8545145988464355,2.076688528060913,0.22217392921447754,0.19368910789489746,,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,0.0
pair,KAN,correlated_proxy,1,512,2048,100,0.05,8,5,3,50,0.0,permute,,"(1, 5)",1.8545145988464355,1.8353055715560913,-0.01920902729034424,0.012714505195617676,,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,0.0
pair,KAN,correlated_proxy,1,512,2048,100,0.05,8,5,3,50,0.0,permute,,"(0, 1)",1.8545145988464355,1.919904112815857,0.06538951396942139,0.019490361213684082,,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,0.0
single_variable,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,zero,0,,1.930289387702942,2.0323872566223145,0.10209786891937256,,1,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
