wave,method,function,samples,dimension,top_m,train_mse_mean,train_mse_std,test_mse_mean,test_mse_std,screen_contains_all_true_vars_mean,screen_true_var_recall_mean,screen_contains_all_interaction_endpoints_mean,screen_interaction_endpoint_recall_mean,screen_contains_true_interactions_mean,explain_contains_all_interaction_endpoints_mean,explain_interaction_endpoint_recall_mean,variable_f1_mean,variable_f1_std,variable_auroc_mean,variable_auprc_mean,interaction_f1_mean,interaction_f1_std,true_interaction_best_rank_mean,true_interaction_rank_mean_mean,true_interaction_rank_mean_std,true_interaction_mean_score_margin_mean,true_interaction_mean_score_margin_std,true_interaction_beats_all_false_mean,runtime_sec_mean,runtime_sec_std,num_runs
broad,grad_stability_var,core_interaction_c025,512,100,4,0.01036442288508018,0.0006397840292631797,0.013643212616443634,0.00044675446492555357,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.7447916666666666,0.52,0.0,0.0,199.0,199.0,0.0,-0.5038827657699585,0.1128891141210969,0.0,5.791599194208781,0.30229591059571514,3
broad,grad_stability_var,core_interaction_c025,1024,100,4,0.0002647103489531825,1.564431745606038e-05,0.0002883603350104143,4.077411807033964e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6666666666666666,0.5773502691896258,1.3333333333333333,1.3333333333333333,0.5773502691896258,0.007594555616378784,0.11460761654110872,0.6666666666666666,6.140349706013997,0.09058579872047175,3
broad,grad_stability_var,core_interaction_c025,1024,100,6,0.0002531897625885904,6.69828157602965e-05,0.0002954833034891635,8.431719350578756e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6666666666666666,0.5773502691896258,1.3333333333333333,1.3333333333333333,0.5773502691896257,0.040420169631640114,0.13316610527936001,0.6666666666666666,6.213087240854899,0.20290529370636776,3
broad,grad_stability_var,core_interaction_c05,512,100,4,0.00024342996766790748,1.5758090144718368e-05,0.0003067889192607254,3.621426689199428e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.40090837081273395,0.06899002919554786,1.0,5.752960681915283,0.056995810179732265,3
broad,grad_stability_var,core_interaction_c05,512,100,6,0.00024339342295813063,0.00010014282113007857,0.0003374004396998013,0.0001389321211894896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.38020013521114987,0.27841587497995884,1.0,5.904684702555339,0.08105524457917973,3
broad,grad_stability_var,core_interaction_c1,512,100,4,0.0004795292916242033,0.00020576168227479119,0.0006387553391202042,0.00022497245773794812,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.8538889487584432,0.14704696140230872,1.0,4.897281726201375,0.7334068963231067,3
exploit,edge_pair_endpoint,core_interaction_c025,1024,100,5,0.0007802227628417313,0.001121041094361186,0.0008559911890188232,0.0012301095054144777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8,0.4472135954999579,1.2,1.2,0.4472135954999579,-0.02093193680047989,0.2652749049216592,0.8,9.447054862976074,0.3928723978178354,5
exploit,edge_pair_endpoint,core_interaction_c025,1024,100,6,0.0005654047126881778,0.0006796444131675183,0.0006424520659493282,0.0007742866061854957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6,0.5477225575051661,1.4,1.4,0.5477225575051662,0.031789767742156985,0.20707533400368425,0.6,9.022698211669923,0.6783660447202385,5
exploit,edge_pair_endpoint,core_interaction_c025,2048,100,6,0.002739932620897889,0.005564237815046055,0.002734932818566449,0.005507717707933739,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.95,0.11180339887498947,0.9994791666666666,0.99,0.4,0.5477225575051661,4.2,4.2,6.058052492344384,-0.13127480987459422,0.3318131852290527,0.4,7.531918668746949,1.3998933410352536,5
exploit,edge_pair_endpoint,core_interaction_c05,512,100,5,0.000420778377156239,0.0005054464226963539,0.0005620046722469851,0.0007004218272684106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8,0.4472135954999579,1.2,1.2,0.4472135954999579,0.2740986034274101,0.31927093106299337,0.8,9.160348749160766,0.31890992367716664,5
